,city_development_index,experience,last_new_job,training_hours,target,gender_Male,gender_Other,relevent_experience_No relevent experience,enrolled_university_Part time course,enrolled_university_no_enrollment,education_level_Phd,education_level_Undergraduate,cdi_bucket_medium_human_development,cdi_bucket_high_human_development,cdi_bucket_very_high_human_development,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Startup Company,company_type_Unknown,major_STEM
3140,0.556,1,0,46,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3141,0.855,7,1,24,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3144,0.92,8,3,57,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3145,0.92,21,1,77,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3146,0.738,3,1,24,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3149,0.926,1,1,46,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3151,0.91,21,2,152,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3153,0.92,21,4,21,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3155,0.682,9,1,28,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3157,0.92,21,1,170,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3158,0.804,18,5,72,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3160,0.92,20,5,69,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3161,0.926,21,1,22,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3162,0.866,18,1,36,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3163,0.624,6,0,22,1.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3164,0.804,21,1,89,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3166,0.924,16,1,332,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
3167,0.926,3,1,88,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3170,0.92,5,2,23,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3171,0.624,2,2,51,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
3173,0.92,21,4,35,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3174,0.855,3,2,15,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3175,0.926,3,1,27,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3176,0.92,11,0,314,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3179,0.926,19,1,25,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3180,0.925,21,2,28,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
3181,0.624,3,1,57,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
3182,0.6659999999999999,19,1,334,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
3183,0.92,21,5,56,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3184,0.939,15,5,114,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3187,0.926,21,2,7,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3188,0.802,3,1,25,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3189,0.92,21,5,86,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3190,0.754,7,4,99,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
3191,0.624,8,2,20,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3193,0.91,21,2,110,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3195,0.762,3,1,38,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3197,0.92,4,1,28,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3198,0.897,11,2,8,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3200,0.92,15,1,8,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3201,0.92,8,2,26,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3202,0.92,21,2,55,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3204,0.91,14,4,51,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3206,0.893,2,1,45,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3208,0.926,9,1,28,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3209,0.855,17,2,19,0.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
3210,0.92,5,1,86,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3211,0.92,13,5,140,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3212,0.884,4,2,26,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3213,0.913,8,1,141,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3215,0.624,5,1,17,0.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
3217,0.92,7,1,324,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3219,0.92,5,1,89,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3220,0.91,21,2,134,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3221,0.74,14,4,84,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
3223,0.92,21,2,36,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3226,0.682,6,2,10,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3227,0.843,14,4,210,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3228,0.754,7,2,136,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3229,0.92,21,5,9,0.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
3230,0.92,21,2,20,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3231,0.55,5,1,86,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3233,0.579,11,4,52,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
3234,0.92,21,5,66,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3235,0.92,5,1,5,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3237,0.92,4,1,57,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3239,0.887,3,1,10,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3240,0.91,21,5,86,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3241,0.847,6,1,3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3242,0.923,18,1,44,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3245,0.92,2,2,91,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3247,0.624,9,1,15,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3249,0.92,21,5,9,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3251,0.698,1,1,81,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
3252,0.925,5,1,118,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3253,0.624,3,0,94,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3254,0.91,6,1,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3255,0.855,4,1,141,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
3256,0.926,14,4,334,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3257,0.92,7,1,148,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3258,0.624,10,5,81,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
3260,0.794,6,0,62,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3261,0.55,4,0,25,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3262,0.92,6,1,26,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3264,0.92,21,5,84,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3266,0.856,15,3,332,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3267,0.92,21,2,97,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3268,0.92,11,4,130,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3269,0.624,11,2,124,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3271,0.804,12,0,26,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3274,0.624,8,1,5,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3275,0.926,15,1,3,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3277,0.92,7,2,53,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3281,0.92,14,5,66,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3283,0.83,10,1,45,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3284,0.884,1,1,206,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3287,0.92,21,5,48,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3288,0.92,9,2,66,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3292,0.624,21,1,22,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3293,0.68,12,1,21,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3294,0.92,8,1,89,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3296,0.624,9,5,91,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3297,0.92,3,2,61,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3298,0.91,21,5,146,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3299,0.887,16,2,202,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3300,0.92,16,5,39,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3302,0.91,5,1,60,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3303,0.624,11,1,134,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3304,0.887,9,1,24,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3305,0.898,18,1,220,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3307,0.91,6,5,14,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3310,0.939,21,2,41,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3312,0.92,21,5,90,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3313,0.92,21,1,142,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3314,0.92,0,1,151,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3315,0.91,8,1,82,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3316,0.754,21,5,28,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3318,0.924,19,1,59,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3319,0.92,8,2,155,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3321,0.92,5,2,26,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3322,0.92,21,5,23,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3324,0.92,2,1,40,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3326,0.92,21,5,59,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3327,0.92,14,2,17,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3329,0.923,16,3,89,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3330,0.949,21,5,48,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3331,0.897,21,5,75,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3332,0.855,2,2,42,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3333,0.512,15,5,75,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3334,0.926,21,5,42,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3335,0.92,21,2,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3336,0.91,11,1,32,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3338,0.855,0,1,78,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3340,0.527,2,1,111,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
3341,0.527,1,0,86,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
3344,0.913,4,2,6,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3345,0.691,3,5,18,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3346,0.624,9,1,38,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3349,0.878,11,3,112,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3351,0.802,10,2,27,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3352,0.92,21,5,39,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3353,0.949,9,3,24,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3354,0.836,19,1,4,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
3356,0.926,21,3,136,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3357,0.743,9,2,73,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3359,0.8959999999999999,5,2,42,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3361,0.92,9,2,11,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3363,0.92,15,5,102,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3364,0.624,3,0,53,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
3367,0.92,6,1,47,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3368,0.804,6,1,102,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3370,0.92,12,1,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3371,0.92,21,5,6,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3372,0.624,10,5,166,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3373,0.855,8,5,204,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3374,0.6659999999999999,21,0,98,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3376,0.5579999999999999,3,1,67,1.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
3377,0.92,8,1,43,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
3378,0.698,12,1,11,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3380,0.92,6,1,39,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3382,0.92,5,2,17,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3383,0.698,1,0,12,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
3386,0.897,3,0,26,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3388,0.64,14,1,148,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3391,0.92,4,1,151,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3392,0.92,0,0,15,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3393,0.847,15,3,35,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3394,0.91,21,5,130,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3396,0.856,9,1,119,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3397,0.92,9,2,43,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3399,0.92,13,4,21,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3400,0.698,5,2,238,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
3401,0.624,4,1,21,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
3403,0.527,10,2,38,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
3406,0.897,4,1,17,0.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
3407,0.92,21,5,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3408,0.92,17,5,81,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3409,0.624,7,1,82,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3410,0.92,3,0,54,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3411,0.91,16,2,170,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3415,0.884,13,5,36,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3416,0.843,21,5,25,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3417,0.624,2,2,14,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3418,0.754,8,4,40,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
3419,0.794,21,4,15,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3420,0.92,21,5,57,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3421,0.92,5,1,129,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3422,0.878,21,5,98,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3423,0.624,10,2,11,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3425,0.855,21,5,78,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
3426,0.924,19,4,81,0.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
3427,0.624,6,1,11,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
3429,0.624,10,4,45,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
3431,0.624,0,1,5,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
3434,0.92,15,1,46,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3435,0.887,9,0,43,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3438,0.767,7,1,99,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3441,0.92,21,5,15,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3443,0.926,21,5,74,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3445,0.624,5,2,44,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
3446,0.899,21,1,114,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3450,0.92,21,2,106,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3451,0.92,11,1,67,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3454,0.92,21,5,161,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3455,0.92,8,1,30,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3458,0.6659999999999999,4,0,22,0.0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3459,0.926,19,0,18,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3460,0.843,2,0,23,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3467,0.624,2,1,15,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
3470,0.92,19,2,96,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3471,0.92,14,4,31,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3473,0.8959999999999999,21,5,157,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3474,0.926,14,4,23,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3475,0.74,14,5,12,0.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3477,0.899,8,1,19,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
3478,0.527,3,1,25,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3479,0.91,8,1,7,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3481,0.91,21,4,105,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3482,0.6659999999999999,3,1,18,0.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
3483,0.897,21,2,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3484,0.92,21,3,12,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3489,0.92,10,5,112,1.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3490,0.878,21,5,44,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3491,0.91,21,3,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3493,0.804,7,1,88,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3495,0.926,21,1,56,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3497,0.763,5,1,44,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
3500,0.92,21,5,88,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3501,0.924,5,1,105,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3503,0.92,4,2,29,0.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3504,0.92,21,1,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3505,0.893,5,1,20,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3506,0.855,16,1,114,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3507,0.855,10,3,98,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3508,0.624,12,2,94,1.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3510,0.624,1,1,218,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
3511,0.92,2,1,34,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3512,0.924,4,1,50,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3513,0.698,21,5,11,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3517,0.939,21,5,80,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3518,0.92,15,1,328,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3519,0.743,21,5,7,0.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
3520,0.92,6,2,52,1.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3521,0.8270000000000001,3,2,38,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3522,0.91,21,5,14,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3525,0.91,14,2,76,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3526,0.92,21,5,54,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3527,0.624,7,0,56,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
3528,0.698,4,1,51,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
3529,0.725,8,2,10,1.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
3530,0.939,15,2,40,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
3531,0.92,15,5,33,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3533,0.624,1,1,39,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3536,0.92,21,5,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3537,0.884,10,5,141,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3538,0.624,3,1,70,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3541,0.92,21,5,135,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3542,0.843,4,0,30,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3544,0.92,21,3,134,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3545,0.893,17,5,85,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3548,0.92,5,1,102,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3550,0.926,6,5,84,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3554,0.91,21,1,47,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3555,0.887,21,1,23,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3556,0.897,7,1,12,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3557,0.92,4,1,96,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3558,0.897,7,1,74,0.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3560,0.624,3,2,151,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
3561,0.624,7,1,59,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3562,0.91,21,5,40,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3563,0.92,13,2,12,0.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3565,0.754,14,2,47,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
3566,0.794,7,1,6,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3567,0.527,4,1,35,0.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
3569,0.91,21,5,57,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3570,0.624,9,5,24,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
3573,0.897,5,3,30,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
3574,0.92,21,1,28,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3576,0.897,7,2,46,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
3577,0.92,7,1,192,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
